Constituency No,Constituency Name,Total Rounds,Rounds Done,Candidate S.N.,Candidate Name,Party,EVM Votes,Postal Votes,Total Votes,% of Votes
72,72 - BAHARAMPUR (West Bengal),17,17,6,DILIP DAS,Socialist Unity Centre Of India (COMMUNIST),578,6,584,0.26
72,72 - BAHARAMPUR (West Bengal),17,17,7,MAMATA BIBI,Justice and Development Party,152,0,152,0.07
72,72 - BAHARAMPUR (West Bengal),17,17,8,RAJIB CHATTERJEE,Bhartiya Lokmat Rashtrawadi Party,168,1,169,0.08
72,72 - BAHARAMPUR (West Bengal),17,17,9,SUKBOR MOLLA,Aam Janata Unnayan party,4204,3,4207,1.88
72,72 - BAHARAMPUR (West Bengal),17,17,10,UTPAL KUNDU,Independent,265,0,265,0.12
72,72 - BAHARAMPUR (West Bengal),17,17,11,PARITOSH KUNDU,Independent,490,3,493,0.22
72,72 - BAHARAMPUR (West Bengal),17,17,12,RIKI MAITRA,Independent,487,0,487,0.22
72,72 - BAHARAMPUR (West Bengal),17,17,13,SAHABUDDIN MALLIK,Independent,892,1,893,0.4
72,72 - BAHARAMPUR (West Bengal),17,17,14,NOTA,None of the Above,1333,26,1359,0.61
73,73 - HARIHARPARA (West Bengal),22,22,1,ZAMIR MOLLA,Communist Party of India (Marxist),29973,82,30055,12.77
73,73 - HARIHARPARA (West Bengal),22,22,2,TANMOY BISWAS,Bharatiya Janata Party,31909,148,32057,13.62
73,73 - HARIHARPARA (West Bengal),22,22,3,NIAMOT SHEIKH,All India Trinamool Congress,80007,331,80338,34.14
73,73 - HARIHARPARA (West Bengal),22,22,4,MOUSUMI BEGUM,Indian National Congress,13040,36,13076,5.56
73,73 - HARIHARPARA (West Bengal),22,22,5,ABU SYEED KHANDOKER,Socialist Unity Centre Of India (COMMUNIST),3610,14,3624,1.54
73,73 - HARIHARPARA (West Bengal),22,22,6,BIJOY SEKH,Aam Janata Unnayan party,67629,44,67673,28.76
73,73 - HARIHARPARA (West Bengal),22,22,7,RIYAJUL ISLAM KHAN,Indian Union Muslim League,2725,0,2725,1.16
73,73 - HARIHARPARA (West Bengal),22,22,8,KRISHNA PROSAD BISWAS,Independent,811,2,813,0.35
73,73 - HARIHARPARA (West Bengal),22,22,9,BIJOY MONDAL,Independent,968,1,969,0.41
73,73 - HARIHARPARA (West Bengal),22,22,10,MOUSUMI KHATUN,Independent,1960,0,1960,0.83
73,73 - HARIHARPARA (West Bengal),22,22,11,RAFIKUL ISLAM,Independent,706,0,706,0.3
73,73 - HARIHARPARA (West Bengal),22,22,12,NOTA,None of the Above,1295,5,1300,0.55
74,74 - NOWDA (West Bengal),21,21,1,MATIUR RAHAMAN,Indian National Congress,15886,123,16009,7.22
74,74 - NOWDA (West Bengal),21,21,2,RANA MANDAL,Bharatiya Janata Party,58224,296,58520,26.41
74,74 - NOWDA (West Bengal),21,21,3,SAHINA MOMTAZ KHAN,All India Trinamool Congress,51599,268,51867,23.41
74,74 - NOWDA (West Bengal),21,21,4,ABDUS SALAM,Socialist Unity Centre Of India (COMMUNIST),2047,8,2055,0.93
74,74 - NOWDA (West Bengal),21,21,5,SURAJ SK,Bhartiya Lokmat Rashtrawadi Party,971,0,971,0.44
74,74 - NOWDA (West Bengal),21,21,6,HABIBUR RAHAMAN MONDAL(SOHEL),Revolutionary Socialist Party,1781,19,1800,0.81
74,74 - NOWDA (West Bengal),21,21,7,HUMAYUN KABIR,Aam Janata Unnayan party,86389,74,86463,39.02
74,74 - NOWDA (West Bengal),21,21,8,MOTIUR RAHAMAN MUNSHI,Independent,624,1,625,0.28
74,74 - NOWDA (West Bengal),21,21,9,RAMIJ RAJA BISWAS,Independent,867,0,867,0.39
74,74 - NOWDA (West Bengal),21,21,10,HUMAYUN KABIR SEKH,Independent,1303,2,1305,0.59
74,74 - NOWDA (West Bengal),21,21,11,NOTA,None of the Above,1113,5,1118,0.5
75,75 - DOMKAL (West Bengal),18,18,1,NANDADULAL PAL,Bharatiya Janata Party,13064,116,13180,5.11
75,75 - DOMKAL (West Bengal),18,18,2,BEGAM SAHANAJ,Indian National Congress,30381,72,30453,11.81
75,75 - DOMKAL (West Bengal),18,18,3,MD. MOSTAFIJUR RAHAMAN,Communist Party of India (Marxist),107575,307,107882,41.85
75,75 - DOMKAL (West Bengal),18,18,4,HUMAYUN KABIR,All India Trinamool Congress,91343,243,91586,35.53
75,75 - DOMKAL (West Bengal),18,18,5,AYESHA SIDDIQUA,Socialist Unity Centre Of India (COMMUNIST),1190,1,1191,0.46
75,75 - DOMKAL (West Bengal),18,18,6,KALU MONDAL,Magadh Congress of India,483,0,483,0.19
75,75 - DOMKAL (West Bengal),18,18,7,MD. MOSHARAF HOSSAIN,Aam Janata Unnayan party,7388,4,7392,2.87
75,75 - DOMKAL (West Bengal),18,18,8,MD SALAUDDIN,Indian National League,471,4,475,0.18
75,75 - DOMKAL (West Bengal),18,18,9,SAFAR ALI BISWAS(ROBI),Bhartiya Lokmat Rashtrawadi Party,264,0,264,0.1
75,75 - DOMKAL (West Bengal),18,18,10,MUSTAK AHMED,Independent,500,0,500,0.19
75,75 - DOMKAL (West Bengal),18,18,11,MUSTAFIJUR RAHAMAN,Independent,1372,1,1373,0.53
75,75 - DOMKAL (West Bengal),18,18,12,SAHANAJ BEGAM,Independent,994,0,994,0.39
75,75 - DOMKAL (West Bengal),18,18,13,SOYAIB ANSARY,Independent,810,0,810,0.31
75,75 - DOMKAL (West Bengal),18,18,14,NOTA,None of the Above,1199,8,1207,0.47
76,76 - JALANGI (West Bengal),18,18,1,ABDUR RAZZAK MOLLA,Indian National Congress,36353,77,36430,14.38
76,76 - JALANGI (West Bengal),18,18,2,IANUS ALI SARKAR,Communist Party of India (Marxist),66921,247,67168,26.52
76,76 - JALANGI (West Bengal),18,18,3,NABA KUMAR SARKAR,Bharatiya Janata Party,51377,316,51693,20.41
76,76 - JALANGI (West Bengal),18,18,4,BABAR ALI,All India Trinamool Congress,88318,366,88684,35.01
76,76 - JALANGI (West Bengal),18,18,5,ASADUL SK,Indian National League,720,1,721,0.28
76,76 - JALANGI (West Bengal),18,18,6,ENAMUL HAQUE,Socialist Unity Centre Of India (COMMUNIST),667,2,669,0.26
76,76 - JALANGI (West Bengal),18,18,7,SUBIR KUMAR SARKAR,Amra Bangalee,982,1,983,0.39
76,76 - JALANGI (West Bengal),18,18,8,HABIBUR RAHAMAN,Aam Janata Unnayan party,4745,8,4753,1.88
76,76 - JALANGI (West Bengal),18,18,9,MD HASIM BISWAS,Independent,858,2,860,0.34
76,76 - JALANGI (West Bengal),18,18,10,NOTA,None of the Above,1330,15,1345,0.53
77,77 - KARIMPUR (West Bengal),23,23,1,JITENDRANATH HALDER,Bahujan Samaj Party,722,6,728,0.3
77,77 - KARIMPUR (West Bengal),23,23,2,POOJA PARAJITA ROY CHOUDHURY,Indian National Congress,10814,40,10854,4.51
77,77 - KARIMPUR (West Bengal),23,23,3,PRABHAS MAJUMDAR,Communist Party of India (Marxist),19215,119,19334,8.03
77,77 - KARIMPUR (West Bengal),23,23,4,SAMARENDRANATH GHOSH,Bharatiya Janata Party,104077,1157,105234,43.68
77,77 - KARIMPUR (West Bengal),23,23,5,SOHAM CHAKRABORTY,All India Trinamool Congress,94378,671,95049,39.45
77,77 - KARIMPUR (West Bengal),23,23,6,DHANAPATI MONDAL,Socialist Unity Centre Of India (COMMUNIST),1823,0,1823,0.76
77,77 - KARIMPUR (West Bengal),23,23,7,SAMSUN NAHAR KHATUN SEKH,Aam Janata Unnayan party,5724,9,5733,2.38
77,77 - KARIMPUR (West Bengal),23,23,8,SAMAR KUMAR GHOSH,Independent,518,8,526,0.22
77,77 - KARIMPUR (West Bengal),23,23,9,SUBRATA DAS,Independent,491,4,495,0.21
77,77 - KARIMPUR (West Bengal),23,23,10,NOTA,None of the Above,1129,11,1140,0.47
78,78 - TEHATTA (West Bengal),23,23,1,ARABINDA BISWAS,Bahujan Samaj Party,589,10,599,0.26
78,78 - TEHATTA (West Bengal),23,23,2,JYOTIRMOY SARKAR,Indian National Congress,2360,23,2383,1.02
78,78 - TEHATTA (West Bengal),23,23,3,DILIP KUMAR PODDAR,All India Trinamool Congress,83140,745,83885,35.91
78,78 - TEHATTA (West Bengal),23,23,4,SUBODH CHANDRA BISWAS,Communist Party of India (Marxist),25418,211,25629,10.97
78,78 - TEHATTA (West Bengal),23,23,5,SUBRATA KABIRAJ,Bharatiya Janata Party,110737,1401,112138,48.01
78,78 - TEHATTA (West Bengal),23,23,6,JAMAT ALI MANDAL,Aam Janata Unnayan party,5117,17,5134,2.2
78,78 - TEHATTA (West Bengal),23,23,7,Najbul Ansary,Socialist Unity Centre Of India (COMMUNIST),896,2,898,0.38
78,78 - TEHATTA (West Bengal),23,23,8,MILAN SARKAR,Independent,390,0,390,0.17
78,78 - TEHATTA (West Bengal),23,23,9,JUDHISTHIR SARKAR,Independent,1029,3,1032,0.44
78,78 - TEHATTA (West Bengal),23,23,10,SAMAR KUMAR BISWAS,Independent,578,0,578,0.25
78,78 - TEHATTA (West Bengal),23,23,11,NOTA,None of the Above,904,18,922,0.39
79,79 - PALASHIPARA (West Bengal),22,22,1,ANIMA DUTTA,Bharatiya Janata Party,77187,600,77787,36.24
79,79 - PALASHIPARA (West Bengal),22,22,2,FAJLUR RAHAMAN SEKH,Bahujan Samaj Party,1039,6,1045,0.49
79,79 - PALASHIPARA (West Bengal),22,22,3,RUKBANUR RAHMAN,All India Trinamool Congress,88648,593,89241,41.58
79,79 - PALASHIPARA (West Bengal),22,22,4,HAMIDUL HAQUE,Indian National Congress,2988,33,3021,1.41
79,79 - PALASHIPARA (West Bengal),22,22,5,ANARUL HAQUE SK,Socialist Unity Centre Of India (COMMUNIST),2212,12,2224,1.04
79,79 - PALASHIPARA (West Bengal),22,22,6,MD SAMSUR ALI MALLICK,All India Secular Front,34435,149,34584,16.11
79,79 - PALASHIPARA (West Bengal),22,22,7,SWAPAN MONDAL,Amra Bangalee,745,2,747,0.35
79,79 - PALASHIPARA (West Bengal),22,22,8,HAYDAR ALI MONDAL,Aam Janata Unnayan party,3394,5,3399,1.58
79,79 - PALASHIPARA (West Bengal),22,22,9,ABDUR ROUF,Independent,552,2,554,0.26
79,79 - PALASHIPARA (West Bengal),22,22,10,NOTA,None of the Above,2039,9,2048,0.95
80,80 - KALIGANJ (West Bengal),16,16,1,ALIFA AHMED,All India Trinamool Congress,88457,835,89292,40.77
80,80 - KALIGANJ (West Bengal),16,16,2,BAPAN GHOSH,Bharatiya Janata Party,78358,762,79120,36.12
80,80 - KALIGANJ (West Bengal),16,16,3,SABINA IYASMIN SEKH,Communist Party of India (Marxist),22660,146,22806,10.41
80,80 - KALIGANJ (West Bengal),16,16,4,SUBRATA SHEKHAR BISWAS,Bahujan Samaj Party,539,8,547,0.25
80,80 - KALIGANJ (West Bengal),16,16,5,SHAIKH KABIL UDDIN,Indian National Congress,4238,29,4267,1.95
80,80 - KALIGANJ (West Bengal),16,16,6,ARIKH AKHER,Indian Union Muslim League,1165,2,1167,0.53
80,80 - KALIGANJ (West Bengal),16,16,7,KECHHABUDDIN SEKH,Aam Janata Unnayan party,16158,64,16222,7.41
